session,fill_id,order_id,side,price,quantity,placed_time_ms,fill_time_ms,time_from_place_to_fill_ms,mid_at_placed,mid_at_fill,quoted_distance,quoted_distance_bps,fill_edge,fill_edge_bps,pre_fill_mid_move,pre_fill_mid_move_bps,book_spread_at_fill,book_spread_bps_at_fill,volatility_bps_at_fill,quote_position_at_fill
2026-04-14 12:00,fill-000001,ord-000021,buy,74368.00000000,0.001,1776168058414,1776168058815,401,74370.00500000,74368.00500000,2.00500000,0.2695979380396706978841805914,0.00500000,0.0006723321406833489751405863314,-2.00000000,-0.2689256239797213943981851285,0.01000000,0.001344664281366697950281172663,0.920507,at_best
2026-04-14 12:00,fill-000002,ord-000307,buy,74344.00000000,0.001,1776169240214,1776169240292,78,74346.00500000,74346.00500000,2.00500000,0.2696849682777171416271795640,2.00500000,0.2696849682777171416271795640,0.00000000,0,0.01000000,0.001345062185923776267467229746,1.688412,behind_best
2026-04-14 12:00,fill-000003,ord-000386,sell,74298.01000000,0.00051000,1776169552314,1776169552580,266,74296.00500000,74297.79500000,2.00500000,0.2698664618642684758083560482,0.21500000,0.02893760171482881827112096665,-1.79000000,-0.2409281629611174921181832051,0.01000000,0.001345934963480410152145161239,0.768091,behind_best
2026-04-14 12:00,fill-000004,ord-000389,buy,74317.37000000,0.00007000,1776169562414,1776169576052,13638,74319.37500000,74319.37500000,2.00500000,0.2697816013657273086594175476,2.00500000,0.2697816013657273086594175476,0.00000000,0,0.01000000,0.001345544146462480342440985275,1.472103,behind_best
2026-04-14 12:00,fill-000005,ord-000391,buy,74312.00000000,0.00007000,1776169576114,1776169576398,284,74314.00500000,74314.00500000,2.00500000,0.2698010960383577765725316513,2.00500000,0.2698010960383577765725316513,0.00000000,0,0.01000000,0.001345641376749914097618611727,1.475982,behind_best
2026-04-14 12:00,fill-000006,ord-000437,buy,74286.00000000,0.001,1776169719414,1776169724367,4953,74288.00500000,74288.00500000,2.00500000,0.2698955235101548358984737846,2.00500000,0.2698955235101548358984737846,0.00000000,0,0.01000000,0.001346112336709001675304108651,1.956644,behind_best
2026-04-14 12:00,fill-000007,ord-000463,buy,74348.28000000,0.00023000,1776169807314,1776169811468,4154,74350.28500000,74350.00500000,2.00500000,0.2696694437687764075147795331,1.72500000,0.2320107443166950694892354076,-0.28000000,-0.03765957319464209182251285251,0.01000000,0.001344989822125768518778176276,3.972069,behind_best
2026-04-14 12:00,fill-000008,ord-000516,sell,74374.16000000,0.00028000,1776169953214,1776169958811,5597,74372.15500000,74372.15500000,2.00500000,0.2695901443221592812525063984,2.00500000,0.2695901443221592812525063984,-0.00000000,-0,0.01000000,0.001344589248489572475074844880,2.358461,behind_best
2026-04-14 13:00,fill-000001,ord-000026,sell,74502.00000000,0.00063000,1776171667814,1776171677570,9756,74499.99500000,74499.99500000,2.00500000,0.2691275348407741503875268716,2.00500000,0.2691275348407741503875268716,-0.00000000,-0,0.01000000,0.001342281969280669079239535519,3.053934,behind_best
2026-04-14 13:00,fill-000002,ord-000040,sell,74508.00000000,0.00014000,1776171707814,1776171723448,15634,74505.99500000,74505.99500000,2.00500000,0.2691058618840000727458240105,2.00500000,0.2691058618840000727458240105,-0.00000000,-0,0.01000000,0.001342173874733167445116329230,0.741696,behind_best
2026-04-14 13:00,fill-000003,ord-000082,sell,74578.54000000,0.00007000,1776171832114,1776171838265,6151,74576.53500000,74576.53500000,2.00500000,0.2688513216657223347799679886,2.00500000,0.2688513216657223347799679886,-0.00000000,-0,0.01000000,0.001340904347459961769476149569,2.000472,behind_best
2026-04-14 13:00,fill-000004,ord-000121,buy,74580.62000000,0.00036000,1776171958914,1776171962461,3547,74582.62500000,74580.63500000,2.00500000,0.2688293687705413962032041645,0.01500000,0.002011245948764045787488937309,-1.99000000,-0.2668181764854750017178934102,0.01000000,0.001340830632509363858325958206,0.816825,behind_best
2026-04-14 13:00,fill-000005,ord-000205,buy,74542.00000000,0.001,1776172321214,1776172321372,158,74544.00500000,74542.00500000,2.00500000,0.2689686447622447975528011944,0.00500000,0.0006707627464541636624880159851,-2.00000000,-0.2682979000122142618980560543,0.01000000,0.001341525492908327324976031970,0.620622,at_best
2026-04-14 13:00,fill-000006,ord-000221,buy,74571.99000000,0.00028000,1776172384314,1776172388796,4482,74573.99500000,74573.99500000,2.00500000,0.2688604787768175756173448935,2.00500000,0.2688604787768175756173448935,0.00000000,0,0.01000000,0.001340950018836995389612692736,1.645908,behind_best
2026-04-14 13:00,fill-000007,ord-000251,buy,74587.64000000,0.00016000,1776172535814,1776172540315,4501,74589.64500000,74588.68500000,2.00500000,0.2688040679104988366682801614,1.04500000,0.1401016789610917527236202113,-0.96000000,-0.1287041921167475726691017232,0.01000000,0.001340685923072648351422202979,1.339461,behind_best
2026-04-14 13:00,fill-000008,ord-000267,buy,74574.00000000,0.00008000,1776172582814,1776172595915,13101,74576.00500000,74576.00500000,2.00500000,0.2688532323500031947273120892,2.00500000,0.2688532323500031947273120892,0.00000000,0,0.01000000,0.001340913877057372542280858300,0.800794,behind_best
2026-04-14 13:00,fill-000009,ord-000314,sell,74654.01000000,0.00042000,1776172745914,1776172749548,3634,74652.00500000,74652.79500000,2.00500000,0.2685795244213467541829586493,1.21500000,0.1627534508252504142678114061,-0.79000000,-0.1058243512682613146157293431,0.01000000,0.001339534574693419047471698816,1.390449,behind_best
2026-04-14 13:00,fill-000010,ord-000556,sell,74831.52000000,0.00009000,1776173597914,1776173599476,1562,74829.51500000,74824.97500000,2.00500000,0.2679424021390490102735531561,6.54500000,0.8747079434373349272752847562,4.54000000,0.6067124716764501280009632563,0.01000000,0.001336452167207539995836951499,6.558933,behind_best
2026-04-14 13:00,fill-000011,ord-000597,buy,74739.99000000,0.00028000,1776173702914,1776173704582,1668,74741.99500000,74741.99500000,2.00500000,0.2682561523812683886749343525,2.00500000,0.2682561523812683886749343525,0.00000000,0,0.01000000,0.001337935922101089220323862107,4.494553,behind_best
2026-04-14 13:00,fill-000012,ord-000602,sell,74764.00000000,0.001,1776173712914,1776173713640,726,74761.99500000,74763.99500000,2.00500000,0.2681843896755296591536916584,0.00500000,0.0006687711110140649921128479023,-2.00000000,-0.2675156006738450465373482877,0.01000000,0.001337542222028129984225695805,3.429597,at_best
2026-04-14 13:00,fill-000013,ord-000680,sell,74874.00000000,0.001,1776173906714,1776173907297,583,74871.99500000,74873.99500000,2.00500000,0.2677903801013983933512122924,0.00500000,0.0006677885960272321518305521163,-2.00000000,-0.2671225736672303175573189949,0.01000000,0.001335577192054464303661104233,3.895931,at_best
2026-04-14 13:00,fill-000014,ord-000705,buy,74900.00000000,0.00042000,1776173980414,1776173981302,888,74902.00500000,74902.00500000,2.00500000,0.2676830880561875479835286118,2.00500000,0.2676830880561875479835286118,0.00000000,0,0.01000000,0.001335077745916147371488920757,2.541792,behind_best
2026-04-14 13:00,fill-000015,ord-000716,sell,74880.00000000,0.00058000,1776174005414,1776174009783,4369,74877.99500000,74877.99500000,2.00500000,0.2677689219643234304016820963,2.00500000,0.2677689219643234304016820963,-0.00000000,-0,0.01000000,0.001335505845208595662851282276,2.2307,behind_best
2026-04-14 13:00,fill-000016,ord-000754,sell,74946.76000000,0.001,1776174100414,1776174104781,4367,74944.75500000,74946.57500000,2.00500000,0.2675303962231913360714835881,0.18500000,0.02468425008080756191994097129,-1.82000000,-0.2428455466963632078055362246,0.01000000,0.001334283788151760103780593042,3.007641,behind_best
2026-04-14 13:00,fill-000017,ord-000813,buy,75211.99000000,0.00035000,1776174249814,1776174253155,3341,75213.99500000,75217.93500000,2.00500000,0.2665727302478747472461740664,5.94500000,0.7903700094930816699501255917,3.94000000,0.5238386818836042414712846991,0.01000000,0.001329470158945469587805089305,3.527772,behind_best
2026-04-14 13:00,fill-000018,ord-000830,sell,75192.01000000,0.00007000,1776174289814,1776174289866,52,75190.00500000,75190.00500000,2.00500000,0.2666577825071297707720593981,2.00500000,0.2666577825071297707720593981,-0.00000000,-0,0.01000000,0.001329964002529325540010271312,1.828767,behind_best
2026-04-14 13:00,fill-000019,ord-000853,buy,75224.00000000,0.00080000,1776174349814,1776174351136,1322,75226.00500000,75224.45500000,2.00500000,0.2665301713150924337933404811,0.45500000,0.06048564924797394677036875840,-1.55000000,-0.2060457683483258216357494991,0.01000000,0.001329354928526899929019093591,3.543494,behind_best
2026-04-14 13:00,fill-000020,ord-000856,sell,75282.00000000,0.001,1776174354814,1776174354852,38,75279.99500000,75279.99500000,2.00500000,0.2663390187525915749595891976,2.00500000,0.2663390187525915749595891976,-0.00000000,-0,0.01000000,0.001328374158367040274112664327,4.107187,behind_best
2026-04-14 13:00,fill-000021,ord-000857,buy,75280.00000000,0.00007000,1776174354914,1776174356378,1464,75282.00500000,75280.49500000,2.00500000,0.2663319076052769848518248152,0.49500000,0.06575408410903780587521375889,-1.51000000,-0.2005791423860190758734441252,0.01000000,0.001328365335536117290408358765,4.707482,behind_best
2026-04-14 13:00,fill-000022,ord-000867,buy,75278.00000000,0.00040000,1776174379914,1776174383231,3317,75280.00500000,75279.98500000,2.00500000,0.2663389833728092871407221612,1.98500000,0.2636823054627335539453149466,-0.02000000,-0.002656747963818546505144360710,0.01000000,0.001328374334824854176046926683,6.835648,behind_best
2026-04-14 13:00,fill-000023,ord-000882,sell,75307.94000000,0.001,1776174414914,1776174415864,950,75305.93500000,75300.83500000,2.00500000,0.2662472751981633320136055677,7.10500000,0.9435486339560510849580884462,5.10000000,0.6772374581100413931518146611,0.01000000,0.001328006522105631365176760656,1.859146,behind_best
2026-04-14 13:00,fill-000024,ord-000888,sell,75268.75000000,0.00016000,1776174425914,1776174426399,485,75266.74500000,75266.88500000,2.00500000,0.2663859052228178593348231015,1.86500000,0.2477849322447713891706824323,-0.14000000,-0.01860051208538379067674575272,0.01000000,0.001328605534824511470084088109,2.230892,behind_best
2026-04-14 13:00,fill-000025,ord-000918,sell,75202.00000000,0.00080000,1776174501014,1776174502756,1742,75199.99500000,75201.83500000,2.00500000,0.2666223581530823240081332452,0.16500000,0.02194095396741316219211938113,-1.84000000,-0.2446808673325044768952444744,0.01000000,0.001329754785903828011643598856,9.15413,behind_best
2026-04-14 13:00,fill-000026,ord-000958,sell,75146.00000000,0.001,1776174601014,1776174601074,60,75143.99500000,75143.99500000,2.00500000,0.2668210546963865841841387326,2.00500000,0.2668210546963865841841387326,-0.00000000,-0,0.01000000,0.001330778327662775980968272980,2.796889,behind_best
2026-04-14 13:00,fill-000027,ord-000974,sell,75172.00000000,0.001,1776174636214,1776174636365,151,75169.99500000,75171.99500000,2.00500000,0.2667287659125160245121740397,0.00500000,0.0006651413202483185393709452569,-2.00000000,-0.2660636068952778299373307129,0.01000000,0.001330282640496637078741890514,2.139659,at_best
2026-04-14 13:00,fill-000028,ord-001101,buy,75392.59000000,0.00016000,1776174956814,1776174962402,5588,75394.59500000,75394.59500000,2.00500000,0.2659341826824588685700878160,2.00500000,0.2659341826824588685700878160,0.00000000,0,0.01000000,0.001326355025847675154963031501,3.050251,behind_best
2026-04-14 13:00,fill-000029,ord-001122,sell,75414.41000000,0.00016000,1776175007414,1776175011308,3894,75412.40500000,75410.99500000,2.00500000,0.2658713775273444733661524255,3.41500000,0.4528517360101136445686733082,1.41000000,0.1869718914282073353846757705,0.01000000,0.001326066576896379632704753465,1.642964,behind_best
2026-04-14 13:00,fill-000030,ord-001157,buy,75455.79000000,0.00065000,1776175098715,1776175099303,588,75457.79500000,75455.80500000,2.00500000,0.2657114483666001637074075647,0.01500000,0.001987918623358401649813423898,-1.99000000,-0.2637235821693438033804194782,0.01000000,0.001325279082238934433208949265,1.076948,behind_best
2026-04-14 13:00,fill-000031,ord-001190,sell,75501.87000000,0.00007000,1776175178814,1776175182851,4037,75499.86500000,75501.12500000,2.00500000,0.2655633887557282387193672466,0.74500000,0.09867402638040161653220399034,-1.26000000,-0.1668877156270411874246397659,0.01000000,0.001324483575575860624593342152,2.544606,behind_best
2026-04-14 14:00,fill-000001,ord-000014,sell,75561.27000000,0.00007000,1776175230214,1776175234393,4179,75559.26500000,75555.77500000,2.00500000,0.2653546193176971745291593294,5.49500000,0.7272772994519611505540112586,3.49000000,0.4618890879894080494298085086,0.01000000,0.001323525567701476161153796649,2.244892,behind_best
2026-04-14 14:00,fill-000002,ord-000017,buy,75540.00000000,0.00033000,1776175240214,1776175240301,87,75542.00500000,75542.00500000,2.00500000,0.2654152481126229043033739970,2.00500000,0.2654152481126229043033739970,0.00000000,0,0.01000000,0.001323766823504353637423311706,2.129208,behind_best
2026-04-14 14:00,fill-000003,ord-000017,buy,75540.00000000,0.00067000,1776175240214,1776175240307,93,75542.00500000,75542.00500000,2.00500000,0.2654152481126229043033739970,2.00500000,0.2654152481126229043033739970,0.00000000,0,0.01000000,0.001323766823504353637423311706,2.129208,behind_best
2026-04-14 14:00,fill-000004,ord-000028,sell,75472.00000000,0.001,1776175260314,1776175262406,2092,75469.99500000,75463.66500000,2.00500000,0.2656684951416784909022453228,8.33500000,1.104505062138182660489654193,6.33000000,0.8387439273051495498310288745,0.01000000,0.001325141046356547883010982835,6.00116,behind_best
2026-04-14 14:00,fill-000005,ord-000032,sell,75534.06000000,0.001,1776175267514,1776175267596,82,75532.05500000,75532.05500000,2.00500000,0.2654502118339028376760039165,2.00500000,0.2654502118339028376760039165,-0.00000000,-0,0.01000000,0.001323941206154128866214483374,6.058266,behind_best
